GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000196155	16	67311413	67323402	27	13	173005	0.014581	0.49418	PLEKHG4
ENSG00000168676	16	67323331	67360666	68	17	173005	0.60378	0.273	KCTD19
ENSG00000159708	16	67360701	67419106	144	21	173005	0.26587	0.39517	LRRC36
ENSG00000159713	16	67423712	67427438	10	4	173005	0.20749	0.41781	TPPP3
ENSG00000159714	16	67428322	67450736	49	14	173005	-0.86596	0.80674	ZDHHC1
ENSG00000176387	16	67464555	67471456	14	5	173005	-0.36141	0.6411	HSD11B2
ENSG00000159720	16	67471917	67515140	84	25	173005	-0.50434	0.69299	ATP6V0D1
ENSG00000159723	16	67516474	67517716	4	2	173005	-0.043391	0.51731	AGRP
ENSG00000039523	16	67552321	67580691	50	16	173005	-0.28736	0.61308	FAM65A
ENSG00000102974	16	67596310	67673086	170	38	173005	-0.38369	0.64939	CTCF
ENSG00000159753	16	67678822	67691472	31	11	173005	0.57571	0.28241	RLTPR
ENSG00000102977	16	67691415	67694713	9	5	173005	-0.0455	0.51815	ACD
ENSG00000102981	16	67694849	67696681	2	1	173005	0.58959	0.27773	PARD6A
ENSG00000124074	16	67696848	67701168	12	7	173005	-1.8863	0.97037	ENKD1
ENSG00000159761	16	67700719	67702661	3	2	173005	0.13996	0.44434	C16orf86
ENSG00000141098	16	67708434	67753324	97	25	173005	0.090564	0.46392	GFOD2
ENSG00000141084	16	67757005	67840555	200	43	173005	-0.39776	0.6546	RANBP10
ENSG00000102904	16	67840668	67866051	58	19	173005	0.63236	0.26357	TSNAXIP1
ENSG00000102901	16	67862060	67881714	45	15	173005	0.70779	0.23954	CENPT
ENSG00000168286	16	67876213	67878097	1	1	173005	-1.0898	0.8621	THAP11
ENSG00000102898	16	67880635	67906470	59	18	173005	-0.52628	0.70065	NUTF2
ENSG00000038358	16	67906926	67918406	18	7	173005	-0.14676	0.55834	EDC4
ENSG00000188038	16	67918708	67922758	11	6	173005	-1.2615	0.89644	NRN1L
ENSG00000159792	16	67927175	67963581	81	21	173005	0.11918	0.45257	PSKH1
ENSG00000141086	16	67961543	67966317	6	3	173005	-1.5702	0.94182	CTRL
ENSG00000261884	16	67963517	67969920	7	3	173005	-1.5075	0.93416	CTC-479C5.12
ENSG00000205220	16	67968405	67970990	4	2	173005	-1.3257	0.90753	PSMB10
ENSG00000213398	16	67973653	67978034	10	7	173005	-1.8542	0.96815	LCAT
ENSG00000124067	16	67977377	68003504	58	18	173005	-0.43894	0.66965	SLC12A4
ENSG00000141096	16	68009566	68014732	13	6	173005	0.35744	0.36038	DPEP3
ENSG00000167261	16	68021297	68034489	35	12	173005	0.56893	0.2847	DPEP2
ENSG00000167264	16	68021649	68113223	208	31	173005	0.066653	0.47343	DUS2
ENSG00000182810	16	68055179	68057770	3	2	173005	-0.25246	0.59966	DDX28
ENSG00000072736	16	68118654	68263162	361	25	173005	0.33484	0.36887	NFATC3
ENSG00000103067	16	68263014	68272005	12	7	173005	0.90477	0.18279	ESRP2
ENSG00000103066	16	68279207	68294961	46	11	173005	0.82684	0.20416	PLA2G15
ENSG00000103064	16	68298433	68335722	99	24	173005	1.5314	0.062831	SLC7A6
ENSG00000103061	16	68318406	68344849	69	20	173005	0.52465	0.29991	SLC7A6OS
ENSG00000132600	16	68344877	68392466	181	23	173005	0.75748	0.22438	PRMT7
ENSG00000103056	16	68392231	68482591	261	36	173005	1.5849	0.056491	SMPD3
ENSG00000184939	16	68563993	68609975	252	13	173005	0.66491	0.25305	ZFP90
ENSG00000062038	16	68670092	68756519	367	34	173005	0.12816	0.44901	CDH3
ENSG00000039068	16	68771128	68869451	428	39	173005	0.18959	0.42482	CDH1
ENSG00000103047	16	68877507	69119083	729	48	173005	-1.0236	0.847	TANGO6
ENSG00000103044	16	69139467	69152622	29	12	173005	-2.2521	0.98784	HAS3
ENSG00000168802	16	69151913	69166487	37	16	173005	-2.2338	0.98725	CHTF8
ENSG00000263203	16	69152757	69154331	5	3	173005	-0.5805	0.71921	CHTF8
ENSG00000141076	16	69165194	69265033	259	35	173005	-1.8366	0.96686	CIRH1A
ENSG00000168807	16	69221032	69342955	349	31	173005	-1.5376	0.93793	SNTB2
ENSG00000260914	16	69333585	69354614	57	13	173005	-1.2513	0.89459	RP11-343C2.11
ENSG00000132612	16	69345259	69358949	53	13	173005	-0.87604	0.8095	VPS4A
ENSG00000213380	16	69354043	69373570	66	15	173005	-0.68433	0.75312	COG8
ENSG00000258429	16	69362524	69364498	8	4	173005	0.12077	0.45194	PDF
ENSG00000272617	16	69362547	69368774	20	8	173005	-0.57567	0.71758	RP11-343C2.12
ENSG00000260371	16	69368994	69390209	53	16	173005	-1.345	0.91069	RP11-343C2.9
ENSG00000259900	16	69369179	69385633	46	13	173005	-1.6547	0.95101	RP11-343C2.7
ENSG00000132603	16	69373333	69377014	18	7	173005	-1.9224	0.97273	NIP7
ENSG00000157315	16	69377151	69385712	22	10	173005	-1.7969	0.96382	TMED6
ENSG00000132604	16	69389464	69442474	127	26	173005	-0.1986	0.57871	TERF2
ENSG00000103018	16	69458428	69500169	159	23	173005	-0.40563	0.65749	CYB5B
ENSG00000102908	16	69598997	69738569	461	38	173005	0.37876	0.35243	NFAT5
ENSG00000181019	16	69740899	69760854	78	21	173005	1.7587	0.039315	NQO1
ENSG00000141101	16	69775770	69788843	50	16	173005	1.2196	0.1113	NOB1
ENSG00000198373	16	69796209	69975644	750	44	173005	1.9488	0.02566	WWP2
ENSG00000157322	16	69984810	69998141	16	5	173005	1.4183	0.078047	CLEC18A
ENSG00000090857	16	70147529	70195203	111	25	173005	1.0245	0.1528	PDPR
ENSG00000157335	16	70207225	70221264	3	2	173005	0.6031	0.27322	CLEC18C
ENSG00000269866	16	70258261	70258641	1	1	173005	0.88938	0.1869	FKSG63
ENSG00000223496	16	70284134	70285833	2	1	173005	1.2426	0.10701	EXOSC6
ENSG00000090861	16	70286198	70323446	74	41	173005	1.2012	0.11483	AARS
ENSG00000157349	16	70323566	70369186	73	37	173005	0.58135	0.2805	DDX19B
ENSG00000260537	16	70333097	70400163	122	50	173005	0.32881	0.37115	RP11-529K1.3
ENSG00000168872	16	70380732	70407286	55	25	173005	0.97882	0.16384	DDX19A
ENSG00000157350	16	70413338	70473140	134	40	173005	0.7301	0.23266	ST3GAL2
ENSG00000157353	16	70488324	70514177	71	17	173005	-0.61906	0.73206	FUK
ENSG00000103051	16	70514471	70557468	171	17	173005	-1.0979	0.86387	COG4
ENSG00000189091	16	70557691	70608820	118	19	173005	-0.40033	0.65554	SF3B3
ENSG00000157368	16	70613798	70694585	456	36	173005	-1.1279	0.87032	IL34
ENSG00000132613	16	70695107	70719969	116	27	173005	1.7944	0.036377	MTSS1L
ENSG00000268927	16	70695570	70699739	24	13	173005	2.2785	0.011349	FLJ00418
ENSG00000103043	16	70721342	70835064	446	48	173005	1.496	0.067332	VAC14
ENSG00000157423	16	70841281	71264625	678	54	173005	-0.083538	0.53329	HYDIN
ENSG00000180917	16	71315292	71323618	20	5	173005	0.096362	0.46162	CMTR2
ENSG00000172137	16	71392616	71424341	126	19	173005	-0.20627	0.58171	CALB2
ENSG00000167377	16	71481500	71496998	49	18	173005	1.0542	0.1459	ZNF23
ENSG00000261611	16	71481503	71523214	120	30	173005	0.69831	0.24249	AC010547.9
ENSG00000157429	16	71498453	71598992	308	48	173005	0.99576	0.15968	ZNF19
ENSG00000140835	16	71559136	71572649	30	16	173005	0.74207	0.22902	CHST4
ENSG00000198650	16	71599563	71611033	34	13	173005	-0.36732	0.64331	TAT
ENSG00000140832	16	71660064	71676017	42	11	173005	1.2576	0.10427	MARVELD3
ENSG00000040199	16	71671738	71758604	262	25	173005	0.90827	0.18187	PHLPP2
ENSG00000166747	16	71762913	71843104	270	27	173005	1.1411	0.12692	AP1G1
ENSG00000224470	16	71879894	71919171	102	22	173005	0.95189	0.17058	ATXN1L
ENSG00000182149	16	71879899	71962913	250	35	173005	1.0801	0.14005	IST1
ENSG00000102984	16	71893583	71929239	90	18	173005	0.93258	0.17552	ZNF821
ENSG00000102967	16	72042487	72058954	68	16	173005	1.3237	0.092795	DHODH
ENSG00000140830	16	72078188	72128330	224	37	173005	1.5606	0.059305	TXNL4B
ENSG00000257017	16	72088491	72094954	25	9	173005	1.3375	0.09053	HP
ENSG00000261701	16	72088522	72111145	103	27	173005	2.047	0.02033	HPR
ENSG00000140829	16	72127461	72146811	74	15	173005	0.026113	0.48958	DHX38
ENSG00000118557	16	72146056	72210777	237	36	173005	2.2424	0.012468	PMFBP1
ENSG00000140836	16	72816784	73093597	1219	138	173005	0.2901	0.38587	ZFHX3
ENSG00000197445	16	73160536	73178346	56	20	173005	-0.44891	0.67325	C16orf47
ENSG00000103035	16	74330673	74340186	30	12	173005	-0.57873	0.71862	PSMD7
ENSG00000196436	16	74411776	74425978	6	3	173005	0.31475	0.37648	NPIPB15
ENSG00000140839	16	74442529	74455368	10	5	173005	-2.022	0.97841	CLEC18B
ENSG00000090863	16	74485856	74641012	660	38	173005	-0.42487	0.66453	GLG1
ENSG00000168411	16	74655292	74700779	231	31	173005	-0.47018	0.68089	RFWD3
ENSG00000168404	16	74705753	74734858	119	37	173005	-0.86123	0.80545	MLKL
ENSG00000103089	16	74746853	74808729	280	39	173005	1.3717	0.085076	FA2H
ENSG00000103091	16	74907468	75034071	579	65	173005	-0.14828	0.55894	WDR59
ENSG00000186187	16	75032928	75144892	346	31	173005	-0.67857	0.7513	ZNRF1
ENSG00000166816	16	75145758	75150669	15	8	173005	-0.4122	0.6599	LDHD
ENSG00000184517	16	75182390	75206134	144	19	173005	1.6126	0.053412	ZFP1
ENSG00000168928	16	75237994	75241083	15	9	173005	0.66113	0.25427	CTRB2
ENSG00000168925	16	75252898	75258822	41	11	173005	0.59425	0.27617	CTRB1
ENSG00000050820	16	75262928	75301951	223	28	173005	0.77626	0.2188	BCAR1
ENSG00000153774	16	75327596	75467383	758	24	173005	-0.31527	0.62372	CFDP1
ENSG00000261717	16	75446582	75498604	298	21	173005	-0.34764	0.63594	RP11-77K12.1
ENSG00000166822	16	75476952	75499395	143	21	173005	-0.4394	0.66982	TMEM170A
ENSG00000183196	16	75510949	75529282	72	27	173005	0.84125	0.2001	CHST6
ENSG00000260092	16	75562430	75579326	93	14	173005	-0.46018	0.67731	RP11-77K12.7
ENSG00000135702	16	75562433	75569145	31	9	173005	-0.35671	0.63935	CHST5
ENSG00000205084	16	75572015	75590184	94	13	173005	-0.73857	0.76992	TMEM231
ENSG00000034713	16	75600249	75611779	32	8	173005	0.45219	0.32556	GABARAPL2
ENSG00000065457	16	75630879	75657198	114	20	173005	-0.3943	0.65332	ADAT1
ENSG00000065427	16	75661622	75682541	92	19	173005	-0.4687	0.68036	KARS
ENSG00000166848	16	75681684	75795770	462	35	173005	-1.7524	0.96014	TERF2IP
ENSG00000214325	16	75728367	75734089	19	6	173005	-0.97044	0.83409	AC025287.1
ENSG00000152910	16	76311176	76593135	1622	69	173005	-1.7582	0.96065	CNTNAP4
ENSG00000261833	16	76587314	76669520	313	63	173005	0.33622	0.36835	RP11-58C22.1
ENSG00000103111	16	77224732	77236302	64	14	173005	-0.77599	0.78112	MON1B
ENSG00000205078	16	77233294	77247112	95	16	173005	-0.86573	0.80668	SYCE1L
ENSG00000140873	16	77281710	77469011	1304	70	173005	0.020355	0.49188	ADAMTS18
ENSG00000140876	16	77756411	77776157	163	26	173005	-2.1425	0.98392	NUDT7
ENSG00000171724	16	77822427	78014004	1096	143	173005	-0.79298	0.78611	VAT1L
ENSG00000166509	16	78056412	78100658	458	22	173005	-1.8822	0.9701	CLEC3A
ENSG00000186153	16	78133310	79246564	9791	453	173005	-0.54926	0.70859	WWOX
ENSG00000178573	16	79619740	79634611	74	26	173005	-0.24879	0.59824	MAF
ENSG00000168589	16	80574631	80584657	59	9	173005	-1.3227	0.90702	DYNLRB2
ENSG00000166446	16	80631803	80838226	1170	83	173005	1.9672	0.024583	CDYL2
ENSG00000103121	16	81009698	81053875	336	16	173005	0.14919	0.4407	CMC2
ENSG00000166451	16	81040103	81066719	141	17	173005	-0.24808	0.59797	CENPN
ENSG00000166454	16	81069452	81080963	53	13	173005	0.65145	0.25738	ATMIN
ENSG00000166455	16	81087102	81110872	144	22	173005	1.0998	0.13572	C16orf46
ENSG00000140905	16	81115566	81130008	164	11	173005	0.86108	0.1946	GCSH
ENSG00000135697	16	81272053	81324747	268	40	173005	0.60783	0.27165	BCMO1
ENSG00000261609	16	81348557	81424489	514	35	173005	2.1155	0.017195	GAN
ENSG00000153815	16	81478775	81745367	1487	156	173005	0.43078	0.33331	CMIP
ENSG00000197943	16	81772702	81991899	1735	150	173005	-0.035349	0.5141	PLCG2
ENSG00000184860	16	82031221	82045093	73	17	173005	0.39551	0.34623	SDR42E1
ENSG00000086696	16	82068609	82132139	244	47	173005	-1.3212	0.90679	HSD17B2
ENSG00000135698	16	82181403	82203831	249	17	173005	0.70759	0.2396	MPHOSPH6
ENSG00000140945	16	82660408	83830204	8634	406	173005	1.4189	0.077969	CDH13
ENSG00000230989	16	83841448	83853342	55	16	173005	1.6948	0.045057	HSBP1
ENSG00000103150	16	83932731	83949787	134	14	173005	-1.3128	0.90538	MLYCD
ENSG00000260300	16	83941738	83985058	324	39	173005	-0.57272	0.71658	RP11-505K9.4
ENSG00000140961	16	83981887	83999937	168	25	173005	-1.5841	0.94342	OSGIN1
ENSG00000103154	16	84002237	84036381	385	36	173005	0.0092228	0.49632	NECAB2
ENSG00000166558	16	84043272	84076241	412	67	173005	-1.4071	0.9203	SLC38A8
ENSG00000140943	16	84087368	84150511	362	38	173005	-0.19018	0.57542	MBTPS1
ENSG00000103160	16	84155886	84178797	78	17	173005	0.14557	0.44213	HSDL1
ENSG00000154099	16	84178865	84212373	205	38	173005	-0.014802	0.5059	DNAAF1
ENSG00000103168	16	84211458	84220669	71	19	173005	-1.1378	0.8724	TAF1C
ENSG00000140955	16	84224744	84230774	44	14	173005	-0.12396	0.54933	ADAD2
ENSG00000168418	16	84255823	84273356	114	25	173005	1.0417	0.14877	KCNG4
ENSG00000103175	16	84328252	84363450	341	63	173005	0.59645	0.27544	WFDC1
ENSG00000064270	16	84402133	84497793	931	103	173005	0.47798	0.31633	ATP2C2
ENSG00000140950	16	84511681	84587639	804	59	173005	0.62675	0.26541	TLDC1
ENSG00000103187	16	84599200	84651683	360	55	173005	0.019902	0.49206	COTL1
ENSG00000135686	16	84682131	84701292	108	21	173005	-1.1974	0.88443	KLHL36
ENSG00000103194	16	84733584	84813528	441	39	173005	0.17697	0.42977	USP10
ENSG00000103196	16	84853590	84954374	675	70	173005	-0.8249	0.79529	CRISPLD2
ENSG00000153786	16	85007787	85045141	244	28	173005	0.16944	0.43272	ZDHHC7
ENSG00000135709	16	85061375	85127836	459	42	173005	-0.72884	0.76695	KIAA0513
ENSG00000153789	16	85131965	85146114	128	27	173005	-1.5237	0.9362	FAM92B
ENSG00000262601	16	85204882	85218969	84	26	173005	-0.79358	0.78628	CTC-786C10.1
ENSG00000261567	16	85391069	85393055	11	6	173005	1.5616	0.059191	RP11-680G10.1
ENSG00000131149	16	85645015	85709810	328	71	173005	-1.5985	0.94503	GSE1
ENSG00000131153	16	85709804	85723679	89	19	173005	-1.2962	0.90255	GINS2
ENSG00000154102	16	85723690	85784735	316	25	173005	-0.07767	0.53095	C16orf74
ENSG00000131148	16	85805364	85833214	116	16	173005	-0.075898	0.53025	EMC8
ENSG00000131143	16	85832239	85840650	23	8	173005	-0.15174	0.5603	COX4I1
ENSG00000140968	16	85932409	85956215	113	20	173005	-1.2869	0.90093	IRF8
ENSG00000103241	16	86544133	86548076	20	9	173005	0.76501	0.22213	FOXF1
ENSG00000103248	16	86563782	86588841	131	22	173005	0.13825	0.44502	MTHFSD
ENSG00000176692	16	86600857	86602539	3	2	173005	0.24226	0.40429	FOXC2
ENSG00000176678	16	86609974	86615303	20	9	173005	0.18967	0.42479	FOXL1
ENSG00000260456	16	87117168	87351022	1445	108	173005	-1.1935	0.88365	C16orf95
ENSG00000131152	16	87336482	87367879	184	35	173005	1.0676	0.14285	RP11-178L8.4
ENSG00000103264	16	87360593	87425748	310	46	173005	0.72464	0.23434	FBXO31
ENSG00000140941	16	87417601	87438385	108	28	173005	1.4301	0.076345	MAP1LC3B
ENSG00000140948	16	87439852	87525651	492	34	173005	1.3052	0.095917	ZCCHC14
ENSG00000154118	16	87635441	87731762	726	89	173005	0.79354	0.21373	JPH3
ENSG00000226180	16	87727144	87729753	13	4	173005	-0.30272	0.61895	AC010536.1
ENSG00000104731	16	87730091	87799598	472	39	173005	2.3783	0.0086959	KLHDC4
ENSG00000205047	16	87731749	87739290	52	13	173005	0.5001	0.3085	FLJ00104
ENSG00000103257	16	87863629	87903094	293	46	173005	1.2655	0.10284	SLC7A5
ENSG00000174990	16	87921625	87970135	345	66	173005	-0.31346	0.62303	CA5A
ENSG00000172530	16	87982850	88110924	792	27	173005	-0.19591	0.57766	BANP
ENSG00000225614	16	88493879	88507165	54	24	173005	-0.81331	0.79198	ZNF469
ENSG00000179588	16	88519725	88603424	467	55	173005	-0.90354	0.81688	ZFPM1
ENSG00000158545	16	88636789	88698374	325	43	173005	2.0583	0.019778	ZC3H18
ENSG00000124391	16	88704999	88706881	5	3	173005	-1.6279	0.94822	IL17C
ENSG00000051523	16	88709691	88717560	50	18	173005	0.88988	0.18676	CYBA
ENSG00000167508	16	88718343	88729569	61	20	173005	1.5323	0.06273	MVD
ENSG00000185669	16	88744090	88752901	25	10	173005	1.2281	0.10971	SNAI3
ENSG00000158717	16	88762903	88772829	71	23	173005	1.0598	0.14462	RNF166
ENSG00000174177	16	88772871	88781794	82	19	173005	1.6289	0.051662	CTU2
ENSG00000103335	16	88781751	88851619	599	70	173005	2.8206	0.0023971	PIEZO1
ENSG00000167513	16	88869621	88875666	31	6	173005	0.31321	0.37706	CDT1
ENSG00000198931	16	88875747	88878352	18	11	173005	0.55389	0.28983	APRT
ENSG00000141012	16	88880142	88923378	391	32	173005	-0.062437	0.52489	GALNS
ENSG00000269422	16	88894366	88894545	2	1	173005	-0.032324	0.51289	AC092384.1
ENSG00000167515	16	88922628	88929094	38	8	173005	1.0103	0.15617	TRAPPC2L
ENSG00000205022	16	88928034	88933068	33	11	173005	1.7471	0.040309	PABPN1L
ENSG00000129993	16	88941266	89043612	679	58	173005	0.19213	0.42382	CBFA2T3
ENSG00000205018	16	89006197	89017932	32	11	173005	0.21627	0.41439	RP11-830F9.6
ENSG00000176715	16	89154783	89222254	471	33	173005	2.1756	0.014793	ACSF3
ENSG00000129910	16	89238175	89261900	131	23	173005	1.5882	0.056119	CDH15
ENSG00000259803	16	89262406	89268072	27	8	173005	1.3488	0.088701	SLC22A31
ENSG00000170100	16	89284118	89295363	81	11	173005	0.75284	0.22577	ZNF778
ENSG00000167522	16	89334038	89556969	756	51	173005	0.38697	0.34939	ANKRD11
ENSG00000268218	16	89334512	89339452	22	9	173005	1.3863	0.082821	AC137932.1
ENSG00000197912	16	89557325	89624176	317	19	173005	0.46042	0.32261	SPG7
ENSG00000167526	16	89627065	89630950	22	3	173005	0.86454	0.19365	RPL13
ENSG00000178773	16	89642176	89663654	146	33	173005	2.1465	0.015918	CPNE7
ENSG00000015413	16	89679716	89704839	147	25	173005	1.2446	0.10664	DPEP1
ENSG00000131165	16	89710839	89724253	113	24	173005	1.1264	0.13	CHMP1A
ENSG00000167523	16	89724210	89737680	84	22	173005	1.145	0.12609	SPATA33
ENSG00000185324	16	89747145	89762772	102	22	173005	1.2326	0.10887	CDK10
ENSG00000260259	16	89749028	89752977	34	10	173005	1.4261	0.076925	RP11-368I7.4
ENSG00000158792	16	89762751	89768113	27	11	173005	0.35107	0.36277	SPATA2L
ENSG00000075399	16	89773542	89787394	60	22	173005	0.71434	0.23751	VPS9D1
ENSG00000158805	16	89786808	89807311	159	26	173005	0.48009	0.31558	ZNF276
ENSG00000187741	16	89803957	89883065	596	23	173005	-0.74566	0.77206	FANCA
ENSG00000204991	16	89884587	89937727	263	23	173005	-0.44951	0.67347	SPIRE2
ENSG00000141002	16	89940000	89977792	240	23	173005	-0.32248	0.62646	TCF25
ENSG00000258839	16	89978527	89987385	53	12	173005	0.3373	0.36795	MC1R
ENSG00000198211	16	89985573	90002500	89	21	173005	0.7183	0.23629	TUBB3
ENSG00000258947	16	89987800	90005169	99	21	173005	0.82035	0.20601	TUBB3
ENSG00000140995	16	90014333	90034468	138	25	173005	1.3563	0.087507	DEF8
ENSG00000177946	16	90036206	90038942	13	6	173005	0.65109	0.25749	CENPBD1
ENSG00000003249	16	90071273	90086536	80	19	173005	2.111	0.017387	DBNDD1
ENSG00000141013	16	90086037	90111383	167	23	173005	2.4963	0.0062757	GAS8
ENSG00000221819	16	90095316	90096309	10	4	173005	1.6831	0.046178	C16orf3
ENSG00000126856	16	90122974	90158480	163	25	173005	1.3311	0.091572	PRDM7
ENSG00000272636	17	5810	31427	121	21	173005	2.282	0.011245	DOC2B
ENSG00000181031	17	62293	236045	1241	170	173005	1.3309	0.091618	RPH3AL
ENSG00000187624	17	260118	273510	53	12	173005	0.94662	0.17192	C17orf97
ENSG00000183688	17	289769	295730	31	12	173005	1.0001	0.15864	FAM101B
ENSG00000141252	17	411908	624957	969	45	173005	0.84574	0.19885	VPS53
ENSG00000167695	17	635652	646206	48	14	173005	0.21361	0.41543	FAM57A
ENSG00000179409	17	647654	657239	52	16	173005	-0.13912	0.55532	GEMIN4
ENSG00000167699	17	660337	685581	102	20	173005	-0.24565	0.59702	GLOD4
ENSG00000171861	17	685513	695749	35	9	173005	-0.021769	0.50868	RNMTL1
ENSG00000167693	17	702553	883010	1437	175	173005	-1.2964	0.90258	NXN
ENSG00000262003	17	812872	814452	10	3	173005	0.5731	0.28329	RP11-676J12.7
ENSG00000177370	17	900357	906911	28	13	173005	-0.59279	0.72334	TIMM22
ENSG00000159842	17	906758	1132315	1461	194	173005	0.10659	0.45756	ABR
ENSG00000205899	17	1173853	1174754	1	1	173005	0.084323	0.4664	BHLHA9
ENSG00000184811	17	1182957	1204281	171	30	173005	1.0225	0.15328	TUSC5
ENSG00000108953	17	1247566	1303672	325	36	173005	1.0406	0.14903	YWHAE
ENSG00000167193	17	1323983	1366456	199	32	173005	0.90617	0.18242	CRK
ENSG00000197879	17	1367392	1396106	154	54	173005	1.5356	0.062317	MYO1C
ENSG00000132376	17	1397865	1420182	115	21	173005	-1.275	0.89884	INPP5K
ENSG00000174238	17	1421012	1466110	199	26	173005	-1.7248	0.95772	PITPNA
ENSG00000167703	17	1472561	1532180	344	76	173005	0.80413	0.21066	SLC43A2
ENSG00000074660	17	1537152	1549041	45	15	173005	-0.68773	0.75419	SCARF1
ENSG00000167705	17	1549444	1553371	15	5	173005	-1.5467	0.93903	RILP
ENSG00000174231	17	1553923	1588176	150	20	173005	-0.83081	0.79696	PRPF8
ENSG00000185561	17	1611064	1613732	10	5	173005	-0.55738	0.71137	TLCD2
ENSG00000167716	17	1619817	1641893	82	16	173005	0.92798	0.17671	WDR81
ENSG00000167711	17	1646130	1658562	73	15	173005	1.7959	0.036252	SERPINF2
ENSG00000132386	17	1665253	1680868	87	15	173005	-0.053182	0.52121	SERPINF1
ENSG00000186532	17	1682779	1733928	251	29	173005	0.88083	0.1892	SMYD4
ENSG00000132383	17	1732996	1803376	286	30	173005	1.5139	0.065028	RPA1
ENSG00000185924	17	1837971	1928639	457	54	173005	1.0504	0.14677	RTN4RL1
ENSG00000108963	17	1933404	1946724	57	22	173005	0.72677	0.23368	DPH1
ENSG00000262664	17	1945327	1946724	7	3	173005	1.8584	0.031555	OVCA2
ENSG00000177374	17	1957448	1962981	16	8	173005	0.74754	0.22737	HIC1
ENSG00000070366	17	1963133	2207065	863	37	173005	0.46132	0.32228	SMG6
ENSG00000167720	17	2206677	2228554	52	16	173005	-0.26182	0.60327	SRR
ENSG00000167721	17	2225797	2240801	34	13	173005	-0.49299	0.68899	TSR1
ENSG00000141258	17	2240792	2284352	218	32	173005	0.12354	0.45084	SGSM2
ENSG00000070444	17	2287354	2304412	58	11	173005	0.24362	0.40376	MNT
ENSG00000127804	17	2308856	2415185	373	54	173005	0.8982	0.18454	METTL16
ENSG00000205821	17	2310279	2318731	52	13	173005	0.30491	0.38022	AC006435.1
ENSG00000007168	17	2496504	2588909	312	26	173005	1.7917	0.036593	PAFAH1B1
ENSG00000132361	17	2592680	2615957	66	16	173005	0.92655	0.17708	CLUH
ENSG00000132359	17	2680350	2941033	1468	204	173005	0.94033	0.17353	RAP1GAP2
